tollgate_id,time_window,direction,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,volume
1,9/19/2016 17:20,1,1011.1,1016.1,18,2.6,21.4,80,0,116
2,9/19/2016 17:20,0,1011.1,1016.1,18,2.6,21.4,80,0,72
2,9/19/2016 17:40,0,1011.1,1016.1,18,2.6,21.4,80,0,53
3,9/19/2016 17:40,0,1011.1,1016.1,18,2.6,21.4,80,0,95
3,9/19/2016 17:40,1,1011.1,1016.1,18,2.6,21.4,80,0,91
1,9/19/2016 17:40,0,1011.1,1016.1,18,2.6,21.4,80,0,24
1,9/19/2016 17:40,1,1011.1,1016.1,18,2.6,21.4,80,0,112
3,9/19/2016 18:00,0,1011.1,1016.1,333,2.4,20.2,75,0,94
3,9/19/2016 18:00,1,1011.1,1016.1,333,2.4,20.2,75,0,73
2,9/19/2016 18:00,0,1011.1,1016.1,333,2.4,20.2,75,0,55
1,9/19/2016 18:00,0,1011.1,1016.1,333,2.4,20.2,75,0,29
1,9/19/2016 18:00,1,1011.1,1016.1,333,2.4,20.2,75,0,67
2,9/19/2016 18:20,0,1011.1,1016.1,333,2.4,20.2,75,0,50
1,9/19/2016 18:20,0,1011.1,1016.1,333,2.4,20.2,75,0,27
1,9/19/2016 18:20,1,1011.1,1016.1,333,2.4,20.2,75,0,94
3,9/19/2016 18:20,0,1011.1,1016.1,333,2.4,20.2,75,0,56
3,9/19/2016 18:20,1,1011.1,1016.1,333,2.4,20.2,75,0,78
2,9/19/2016 18:40,0,1011.1,1016.1,333,2.4,20.2,75,0,49
3,9/19/2016 18:40,0,1011.1,1016.1,333,2.4,20.2,75,0,61
3,9/19/2016 18:40,1,1011.1,1016.1,333,2.4,20.2,75,0,77
1,9/19/2016 18:40,0,1011.1,1016.1,333,2.4,20.2,75,0,18
1,9/19/2016 18:40,1,1011.1,1016.1,333,2.4,20.2,75,0,65
3,9/19/2016 19:00,0,1011.1,1016.1,333,2.4,20.2,75,0,51
3,9/19/2016 19:00,1,1011.1,1016.1,333,2.4,20.2,75,0,44
2,9/19/2016 19:00,0,1011.1,1016.1,333,2.4,20.2,75,0,44
1,9/19/2016 19:00,0,1011.1,1016.1,333,2.4,20.2,75,0,13
1,9/19/2016 19:00,1,1011.1,1016.1,333,2.4,20.2,75,0,62
1,9/19/2016 19:20,0,1011.1,1016.1,333,2.4,20.2,75,0,22
1,9/19/2016 19:20,1,1011.1,1016.1,333,2.4,20.2,75,0,44
3,9/19/2016 19:20,0,1011.1,1016.1,333,2.4,20.2,75,0,61
3,9/19/2016 19:20,1,1011.1,1016.1,333,2.4,20.2,75,0,45
2,9/19/2016 19:20,0,1011.1,1016.1,333,2.4,20.2,75,0,49
1,9/19/2016 19:40,0,1011.1,1016.1,333,2.4,20.2,75,0,27
1,9/19/2016 19:40,1,1011.1,1016.1,333,2.4,20.2,75,0,41
3,9/19/2016 19:40,0,1011.1,1016.1,333,2.4,20.2,75,0,50
3,9/19/2016 19:40,1,1011.1,1016.1,333,2.4,20.2,75,0,46
2,9/19/2016 19:40,0,1011.1,1016.1,333,2.4,20.2,75,0,41
3,9/19/2016 20:00,0,1011.1,1016.1,333,2.4,20.2,75,0,55
3,9/19/2016 20:00,1,1011.1,1016.1,333,2.4,20.2,75,0,32
1,9/19/2016 20:00,0,1011.1,1016.1,333,2.4,20.2,75,0,17
1,9/19/2016 20:00,1,1011.1,1016.1,333,2.4,20.2,75,0,48
2,9/19/2016 20:00,0,1011.1,1016.1,333,2.4,20.2,75,0,56
2,9/19/2016 20:20,0,1011.1,1016.1,333,2.4,20.2,75,0,21
1,9/19/2016 20:20,0,1011.1,1016.1,333,2.4,20.2,75,0,16
1,9/19/2016 20:20,1,1011.1,1016.1,333,2.4,20.2,75,0,34
3,9/19/2016 20:20,0,1011.1,1016.1,333,2.4,20.2,75,0,29
3,9/19/2016 20:20,1,1011.1,1016.1,333,2.4,20.2,75,0,40
1,9/19/2016 20:40,0,1011.1,1016.1,333,2.4,20.2,75,0,17
1,9/19/2016 20:40,1,1011.1,1016.1,333,2.4,20.2,75,0,39
3,9/19/2016 20:40,0,1011.1,1016.1,333,2.4,20.2,75,0,41
3,9/19/2016 20:40,1,1011.1,1016.1,333,2.4,20.2,75,0,42
2,9/19/2016 20:40,0,1011.1,1016.1,333,2.4,20.2,75,0,35
3,9/19/2016 21:00,0,1012,1017,319,2.7,19.1,75,0,32
3,9/19/2016 21:00,1,1012,1017,319,2.7,19.1,75,0,30
2,9/19/2016 21:00,0,1012,1017,319,2.7,19.1,75,0,29
1,9/19/2016 21:00,0,1012,1017,319,2.7,19.1,75,0,17
1,9/19/2016 21:00,1,1012,1017,319,2.7,19.1,75,0,24
1,9/19/2016 21:20,0,1012,1017,319,2.7,19.1,75,0,22
1,9/19/2016 21:20,1,1012,1017,319,2.7,19.1,75,0,35
3,9/19/2016 21:20,0,1012,1017,319,2.7,19.1,75,0,34
3,9/19/2016 21:20,1,1012,1017,319,2.7,19.1,75,0,37
2,9/19/2016 21:20,0,1012,1017,319,2.7,19.1,75,0,20
3,9/19/2016 21:40,0,1012,1017,319,2.7,19.1,75,0,30
3,9/19/2016 21:40,1,1012,1017,319,2.7,19.1,75,0,33
1,9/19/2016 21:40,0,1012,1017,319,2.7,19.1,75,0,5
1,9/19/2016 21:40,1,1012,1017,319,2.7,19.1,75,0,30
2,9/19/2016 21:40,0,1012,1017,319,2.7,19.1,75,0,24
2,9/19/2016 22:00,0,1012,1017,319,2.7,19.1,75,0,21
3,9/19/2016 22:00,0,1012,1017,319,2.7,19.1,75,0,22
3,9/19/2016 22:00,1,1012,1017,319,2.7,19.1,75,0,16
1,9/19/2016 22:00,0,1012,1017,319,2.7,19.1,75,0,4
1,9/19/2016 22:00,1,1012,1017,319,2.7,19.1,75,0,21
2,9/19/2016 22:20,0,1012,1017,319,2.7,19.1,75,0,12
3,9/19/2016 22:20,0,1012,1017,319,2.7,19.1,75,0,24
3,9/19/2016 22:20,1,1012,1017,319,2.7,19.1,75,0,13
1,9/19/2016 22:20,0,1012,1017,319,2.7,19.1,75,0,9
1,9/19/2016 22:20,1,1012,1017,319,2.7,19.1,75,0,24
3,9/19/2016 22:40,0,1012,1017,319,2.7,19.1,75,0,12
3,9/19/2016 22:40,1,1012,1017,319,2.7,19.1,75,0,21
2,9/19/2016 22:40,0,1012,1017,319,2.7,19.1,75,0,24
1,9/19/2016 22:40,0,1012,1017,319,2.7,19.1,75,0,3
1,9/19/2016 22:40,1,1012,1017,319,2.7,19.1,75,0,23
2,9/19/2016 23:00,0,1012,1017,319,2.7,19.1,75,0,16
1,9/19/2016 23:00,0,1012,1017,319,2.7,19.1,75,0,1
1,9/19/2016 23:00,1,1012,1017,319,2.7,19.1,75,0,16
3,9/19/2016 23:00,0,1012,1017,319,2.7,19.1,75,0,6
3,9/19/2016 23:00,1,1012,1017,319,2.7,19.1,75,0,7
