tollgate_id,time_window,Time,direction,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,volume,dayofweek
1,9/19/2016 2:20,2:20:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,10,Monday
1,9/19/2016 2:20,2:20:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,7,Monday
3,9/19/2016 2:20,2:20:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,14,Monday
3,9/19/2016 2:20,2:20:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,4,Monday
1,9/19/2016 2:40,2:40:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,6,Monday
1,9/19/2016 2:40,2:40:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,10,Monday
3,9/19/2016 2:40,2:40:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,18,Monday
3,9/19/2016 3:00,3:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,10,Monday
3,9/19/2016 3:00,3:00:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,5,Monday
1,9/19/2016 3:00,3:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,9,Monday
1,9/19/2016 3:00,3:00:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,10,Monday
1,9/19/2016 3:20,3:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,4,Monday
1,9/19/2016 3:20,3:20:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,14,Monday
3,9/19/2016 3:20,3:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,10,Monday
3,9/19/2016 3:20,3:20:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,3,Monday
3,9/19/2016 3:40,3:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,9,Monday
3,9/19/2016 3:40,3:40:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,10,Monday
1,9/19/2016 3:40,3:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,9,Monday
1,9/19/2016 3:40,3:40:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,20,Monday
1,9/19/2016 4:00,4:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,10,Monday
1,9/19/2016 4:00,4:00:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,18,Monday
3,9/19/2016 4:00,4:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,11,Monday
3,9/19/2016 4:00,4:00:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,4,Monday
3,9/19/2016 4:20,4:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,8,Monday
3,9/19/2016 4:20,4:20:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,7,Monday
1,9/19/2016 4:20,4:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,13,Monday
1,9/19/2016 4:20,4:20:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,17,Monday
1,9/19/2016 4:40,4:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,12,Monday
1,9/19/2016 4:40,4:40:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,23,Monday
3,9/19/2016 4:40,4:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,10,Monday
3,9/19/2016 4:40,4:40:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,3,Monday
3,9/19/2016 5:00,5:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,9,Monday
3,9/19/2016 5:00,5:00:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,11,Monday
2,9/19/2016 5:00,5:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,14,Monday
1,9/19/2016 5:00,5:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,2,Monday
1,9/19/2016 5:00,5:00:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,28,Monday
3,9/19/2016 5:20,5:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,14,Monday
3,9/19/2016 5:20,5:20:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,7,Monday
1,9/19/2016 5:20,5:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,8,Monday
1,9/19/2016 5:20,5:20:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,24,Monday
2,9/19/2016 5:20,5:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,12,Monday
3,9/19/2016 5:40,5:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,27,Monday
3,9/19/2016 5:40,5:40:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,13,Monday
2,9/19/2016 5:40,5:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,21,Monday
1,9/19/2016 5:40,5:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,13,Monday
1,9/19/2016 5:40,5:40:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,34,Monday
3,9/19/2016 6:00,6:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,39,Monday
3,9/19/2016 6:00,6:00:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,30,Monday
2,9/19/2016 6:00,6:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,30,Monday
1,9/19/2016 6:00,6:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,8,Monday
1,9/19/2016 6:00,6:00:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,39,Monday
3,9/19/2016 6:20,6:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,58,Monday
3,9/19/2016 6:20,6:20:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,38,Monday
2,9/19/2016 6:20,6:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,36,Monday
1,9/19/2016 6:20,6:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,13,Monday
1,9/19/2016 6:20,6:20:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,57,Monday
1,9/19/2016 6:40,6:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,32,Monday
1,9/19/2016 6:40,6:40:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,72,Monday
2,9/19/2016 6:40,6:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,37,Monday
3,9/19/2016 6:40,6:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,71,Monday
3,9/19/2016 6:40,6:40:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,65,Monday
1,9/19/2016 7:00,7:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,39,Monday
1,9/19/2016 7:00,7:00:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,70,Monday
2,9/19/2016 7:00,7:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,84,Monday
3,9/19/2016 7:00,7:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,127,Monday
3,9/19/2016 7:00,7:00:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,67,Monday
2,9/19/2016 7:20,7:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,80,Monday
3,9/19/2016 7:20,7:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,123,Monday
3,9/19/2016 7:20,7:20:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,71,Monday
1,9/19/2016 7:20,7:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,31,Monday
1,9/19/2016 7:20,7:20:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,83,Monday
2,9/19/2016 7:40,7:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,97,Monday
3,9/19/2016 7:40,7:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,153,Monday
3,9/19/2016 7:40,7:40:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,103,Monday
1,9/19/2016 7:40,7:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,43,Monday
1,9/19/2016 7:40,7:40:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,118,Monday
2,9/19/2016 8:00,8:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,129,Monday
3,9/19/2016 8:00,8:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,161,Monday
3,9/19/2016 8:00,8:00:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,118,Monday
1,9/19/2016 8:00,8:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,46,Monday
1,9/19/2016 8:00,8:00:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,123,Monday
2,9/19/2016 8:20,8:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,122,Monday
1,9/19/2016 8:20,8:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,56,Monday
1,9/19/2016 8:20,8:20:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,119,Monday
3,9/19/2016 8:20,8:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,167,Monday
3,9/19/2016 8:20,8:20:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,168,Monday
3,9/19/2016 8:40,8:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,138,Monday
3,9/19/2016 8:40,8:40:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,161,Monday
2,9/19/2016 8:40,8:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,98,Monday
1,9/19/2016 8:40,8:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,41,Monday
1,9/19/2016 8:40,8:40:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,116,Monday
3,9/19/2016 9:00,9:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,174,Monday
3,9/19/2016 9:00,9:00:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,145,Monday
2,9/19/2016 9:00,9:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,89,Monday
1,9/19/2016 9:00,9:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,50,Monday
1,9/19/2016 9:00,9:00:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,120,Monday
3,9/19/2016 9:20,9:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,144,Monday
3,9/19/2016 9:20,9:20:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,125,Monday
2,9/19/2016 9:20,9:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,78,Monday
1,9/19/2016 9:20,9:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,49,Monday
1,9/19/2016 9:20,9:20:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,151,Monday
1,9/19/2016 9:40,9:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,44,Monday
1,9/19/2016 9:40,9:40:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,131,Monday
2,9/19/2016 9:40,9:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,59,Monday
3,9/19/2016 9:40,9:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,148,Monday
3,9/19/2016 9:40,9:40:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,116,Monday
3,9/19/2016 10:00,10:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,104,Monday
3,9/19/2016 10:00,10:00:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,117,Monday
2,9/19/2016 10:00,10:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,71,Monday
1,9/19/2016 10:00,10:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,44,Monday
1,9/19/2016 10:00,10:00:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,101,Monday
3,9/19/2016 10:20,10:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,111,Monday
3,9/19/2016 10:20,10:20:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,87,Monday
2,9/19/2016 10:20,10:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,88,Monday
1,9/19/2016 10:20,10:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,44,Monday
1,9/19/2016 10:20,10:20:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,105,Monday
2,9/19/2016 10:40,10:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,65,Monday
3,9/19/2016 10:40,10:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,122,Monday
3,9/19/2016 10:40,10:40:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,85,Monday
1,9/19/2016 10:40,10:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,44,Monday
1,9/19/2016 10:40,10:40:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,102,Monday
2,9/19/2016 11:00,11:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,50,Monday
3,9/19/2016 11:00,11:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,111,Monday
3,9/19/2016 11:00,11:00:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,73,Monday
1,9/19/2016 11:00,11:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,39,Monday
1,9/19/2016 11:00,11:00:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,86,Monday
2,9/19/2016 11:20,11:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,61,Monday
1,9/19/2016 11:20,11:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,30,Monday
1,9/19/2016 11:20,11:20:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,76,Monday
3,9/19/2016 11:20,11:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,82,Monday
3,9/19/2016 11:20,11:20:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,72,Monday
3,9/19/2016 11:40,11:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,91,Monday
3,9/19/2016 11:40,11:40:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,73,Monday
1,9/19/2016 11:40,11:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,34,Monday
1,9/19/2016 11:40,11:40:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,100,Monday
2,9/19/2016 11:40,11:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,46,Monday
2,9/19/2016 12:00,12:00:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,87,Monday
1,9/19/2016 12:00,12:00:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,45,Monday
1,9/19/2016 12:00,12:00:00 PM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,99,Monday
3,9/19/2016 12:00,12:00:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,104,Monday
3,9/19/2016 12:00,12:00:00 PM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,94,Monday
2,9/19/2016 12:20,12:20:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,66,Monday
3,9/19/2016 12:20,12:20:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,91,Monday
3,9/19/2016 12:20,12:20:00 PM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,86,Monday
1,9/19/2016 12:20,12:20:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,44,Monday
1,9/19/2016 12:20,12:20:00 PM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,70,Monday
3,9/19/2016 12:40,12:40:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,122,Monday
3,9/19/2016 12:40,12:40:00 PM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,94,Monday
2,9/19/2016 12:40,12:40:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,69,Monday
1,9/19/2016 12:40,12:40:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,53,Monday
1,9/19/2016 12:40,12:40:00 PM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,79,Monday
3,9/19/2016 13:00,1:00:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,117,Monday
3,9/19/2016 13:00,1:00:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,91,Monday
1,9/19/2016 13:00,1:00:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,57,Monday
1,9/19/2016 13:00,1:00:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,100,Monday
2,9/19/2016 13:00,1:00:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,81,Monday
2,9/19/2016 13:20,1:20:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,95,Monday
3,9/19/2016 13:20,1:20:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,107,Monday
3,9/19/2016 13:20,1:20:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,110,Monday
1,9/19/2016 13:20,1:20:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,61,Monday
1,9/19/2016 13:20,1:20:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,108,Monday
1,9/19/2016 13:40,1:40:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,53,Monday
1,9/19/2016 13:40,1:40:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,106,Monday
3,9/19/2016 13:40,1:40:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,131,Monday
3,9/19/2016 13:40,1:40:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,100,Monday
2,9/19/2016 13:40,1:40:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,67,Monday
3,9/19/2016 14:00,2:00:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,100,Monday
3,9/19/2016 14:00,2:00:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,95,Monday
2,9/19/2016 14:00,2:00:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,66,Monday
1,9/19/2016 14:00,2:00:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,55,Monday
1,9/19/2016 14:00,2:00:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,101,Monday
3,9/19/2016 14:20,2:20:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,84,Monday
3,9/19/2016 14:20,2:20:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,99,Monday
1,9/19/2016 14:20,2:20:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,52,Monday
1,9/19/2016 14:20,2:20:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,100,Monday
2,9/19/2016 14:20,2:20:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,62,Monday
1,9/19/2016 14:40,2:40:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,52,Monday
1,9/19/2016 14:40,2:40:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,101,Monday
3,9/19/2016 14:40,2:40:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,107,Monday
3,9/19/2016 14:40,2:40:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,93,Monday
2,9/19/2016 14:40,2:40:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,79,Monday
1,9/19/2016 15:00,3:00:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,48,Monday
1,9/19/2016 15:00,3:00:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,77,Monday
2,9/19/2016 15:00,3:00:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,77,Monday
3,9/19/2016 15:00,3:00:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,117,Monday
3,9/19/2016 15:00,3:00:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,75,Monday
2,9/19/2016 15:20,3:20:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,67,Monday
3,9/19/2016 15:20,3:20:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,109,Monday
3,9/19/2016 15:20,3:20:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,95,Monday
1,9/19/2016 15:20,3:20:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,57,Monday
1,9/19/2016 15:20,3:20:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,104,Monday
3,9/19/2016 15:40,3:40:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,115,Monday
3,9/19/2016 15:40,3:40:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,83,Monday
2,9/19/2016 15:40,3:40:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,74,Monday
1,9/19/2016 15:40,3:40:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,43,Monday
1,9/19/2016 15:40,3:40:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,92,Monday
2,9/19/2016 16:00,4:00:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,76,Monday
1,9/19/2016 16:00,4:00:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,42,Monday
1,9/19/2016 16:00,4:00:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,110,Monday
3,9/19/2016 16:00,4:00:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,123,Monday
3,9/19/2016 16:00,4:00:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,101,Monday
1,9/19/2016 16:20,4:20:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,46,Monday
1,9/19/2016 16:20,4:20:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,122,Monday
3,9/19/2016 16:20,4:20:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,111,Monday
3,9/19/2016 16:20,4:20:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,90,Monday
2,9/19/2016 16:20,4:20:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,86,Monday
2,9/19/2016 16:40,4:40:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,99,Monday
3,9/19/2016 16:40,4:40:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,116,Monday
3,9/19/2016 16:40,4:40:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,115,Monday
1,9/19/2016 16:40,4:40:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,55,Monday
1,9/19/2016 16:40,4:40:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,116,Monday
1,9/19/2016 17:00,5:00:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,36,Monday
1,9/19/2016 17:00,5:00:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,96,Monday
2,9/19/2016 17:00,5:00:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,85,Monday
3,9/19/2016 17:00,5:00:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,110,Monday
3,9/19/2016 17:00,5:00:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,86,Monday
3,9/19/2016 17:20,5:20:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,118,Monday
3,9/19/2016 17:20,5:20:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,85,Monday
1,9/19/2016 17:20,5:20:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,34,Monday
1,9/19/2016 17:20,5:20:00 AM,1,1011.1,1016.1,18,2.6,21.4,80,0,116,Monday
2,9/19/2016 17:20,5:20:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,72,Monday
2,9/19/2016 17:40,5:40:00 AM,0,1011.1,1016.1,18,2.6,21.4,80,0,53,Monday
