tollgate_id,time_window,Time,direction,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,volume,dayofweek,A,B,C
3,9/19/2016 1:00,1:00:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,4,Monday,115.395082,110.5677586,194.8514286
2,9/19/2016 1:00,1:00:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,1,Monday,66.59144737,0,0
1,9/19/2016 1:00,1:00:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,10,Monday,0,115.9123077,159.87
1,9/19/2016 1:00,1:00:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,4,Monday,0,115.9123077,159.87
1,9/19/2016 1:20,1:20:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,14,Monday,0,116.0971429,154.905
1,9/19/2016 1:20,1:20:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,14,Monday,0,116.0971429,154.905
3,9/19/2016 1:20,1:20:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,17,Monday,114.9905556,105.7863492,163.1214286
3,9/19/2016 1:20,1:20:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,5,Monday,114.9905556,105.7863492,163.1214286
2,9/19/2016 1:40,1:40:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,2,Monday,68.22440476,0,0
1,9/19/2016 1:40,1:40:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,10,Monday,0,114.8734483,153.6384375
1,9/19/2016 1:40,1:40:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,7,Monday,0,114.8734483,153.6384375
3,9/19/2016 1:40,1:40:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,11,Monday,106.9140741,107.0563492,163.6503704
3,9/19/2016 1:40,1:40:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,4,Monday,106.9140741,107.0563492,163.6503704
1,9/19/2016 2:00,2:00:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,7,Monday,0,126.5165517,175.62125
1,9/19/2016 2:00,2:00:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,7,Monday,0,126.5165517,175.62125
3,9/19/2016 2:00,2:00:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,11,Monday,105.2108451,105.632069,186.8994737
3,9/19/2016 2:00,2:00:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,5,Monday,105.2108451,105.632069,186.8994737
1,9/19/2016 2:20,2:20:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,10,Monday,0,118.8961905,187.1968182
1,9/19/2016 2:20,2:20:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,7,Monday,0,118.8961905,187.1968182
3,9/19/2016 2:20,2:20:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,14,Monday,132.2652778,113.2686441,166.2427778
3,9/19/2016 2:20,2:20:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,4,Monday,132.2652778,113.2686441,166.2427778
1,9/19/2016 2:40,2:40:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,6,Monday,0,115.798,180.4873684
1,9/19/2016 2:40,2:40:00 AM,1,1008.2,1013.2,329,2.8,22.2,76,0,10,Monday,0,115.798,180.4873684
3,9/19/2016 2:40,2:40:00 AM,0,1008.2,1013.2,329,2.8,22.2,76,0,18,Monday,121.0925,106.585,168.19125
3,9/19/2016 3:00,3:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,10,Monday,103.2802985,105.3867857,165.7829412
3,9/19/2016 3:00,3:00:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,5,Monday,103.2802985,105.3867857,165.7829412
1,9/19/2016 3:00,3:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,9,Monday,0,106.6180769,159.7160714
1,9/19/2016 3:00,3:00:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,10,Monday,0,106.6180769,159.7160714
1,9/19/2016 3:20,3:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,4,Monday,0,119.367619,179.0296
1,9/19/2016 3:20,3:20:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,14,Monday,0,119.367619,179.0296
3,9/19/2016 3:20,3:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,10,Monday,108.4062295,113.6985106,188.965
3,9/19/2016 3:20,3:20:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,3,Monday,108.4062295,113.6985106,188.965
3,9/19/2016 3:40,3:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,9,Monday,107.3333803,120.2644231,146.3572727
3,9/19/2016 3:40,3:40:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,10,Monday,107.3333803,120.2644231,146.3572727
1,9/19/2016 3:40,3:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,9,Monday,0,116.4063158,208.926
1,9/19/2016 3:40,3:40:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,20,Monday,0,116.4063158,208.926
1,9/19/2016 4:00,4:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,10,Monday,0,119.9142308,185.27
1,9/19/2016 4:00,4:00:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,18,Monday,0,119.9142308,185.27
3,9/19/2016 4:00,4:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,11,Monday,104.4863492,111.4234783,176.8755556
3,9/19/2016 4:00,4:00:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,4,Monday,104.4863492,111.4234783,176.8755556
3,9/19/2016 4:20,4:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,8,Monday,106.4830263,106.7352459,180.0761538
3,9/19/2016 4:20,4:20:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,7,Monday,106.4830263,106.7352459,180.0761538
1,9/19/2016 4:20,4:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,13,Monday,0,110.6304762,169.8344118
1,9/19/2016 4:20,4:20:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,17,Monday,0,110.6304762,169.8344118
1,9/19/2016 4:40,4:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,12,Monday,0,104.9152632,170.4785185
1,9/19/2016 4:40,4:40:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,23,Monday,0,104.9152632,170.4785185
3,9/19/2016 4:40,4:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,10,Monday,113.04125,102.3017241,183.09875
3,9/19/2016 4:40,4:40:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,3,Monday,113.04125,102.3017241,183.09875
3,9/19/2016 5:00,5:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,9,Monday,116.9505333,116.4278571,173.9094444
3,9/19/2016 5:00,5:00:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,11,Monday,116.9505333,116.4278571,173.9094444
2,9/19/2016 5:00,5:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,14,Monday,61.78971223,0,0
1,9/19/2016 5:00,5:00:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,2,Monday,0,102.0847619,187.06
1,9/19/2016 5:00,5:00:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,28,Monday,0,102.0847619,187.06
3,9/19/2016 5:20,5:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,14,Monday,111.6497778,115.3225758,159.3775
3,9/19/2016 5:20,5:20:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,7,Monday,111.6497778,115.3225758,159.3775
1,9/19/2016 5:20,5:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,8,Monday,0,178.6783333,175.0326316
1,9/19/2016 5:20,5:20:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,24,Monday,0,178.6783333,175.0326316
2,9/19/2016 5:20,5:20:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,12,Monday,67.59317241,0,0
3,9/19/2016 5:40,5:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,27,Monday,124.8138,105.1282759,219.2833333
3,9/19/2016 5:40,5:40:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,13,Monday,124.8138,105.1282759,219.2833333
2,9/19/2016 5:40,5:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,21,Monday,65.47330935,0,0
1,9/19/2016 5:40,5:40:00 AM,0,1008.3,1013.3,15,4.5,24.4,67,0,13,Monday,0,156.2496,211.8788
1,9/19/2016 5:40,5:40:00 AM,1,1008.3,1013.3,15,4.5,24.4,67,0,34,Monday,0,156.2496,211.8788
3,9/19/2016 6:00,6:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,39,Monday,136.0920779,106.9632432,204.4529412
3,9/19/2016 6:00,6:00:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,30,Monday,136.0920779,106.9632432,204.4529412
2,9/19/2016 6:00,6:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,30,Monday,57.28664234,0,0
1,9/19/2016 6:00,6:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,8,Monday,0,116.74,165.5794737
1,9/19/2016 6:00,6:00:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,39,Monday,0,116.74,165.5794737
3,9/19/2016 6:20,6:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,58,Monday,122.3524468,101.4069492,204.6961538
3,9/19/2016 6:20,6:20:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,38,Monday,122.3524468,101.4069492,204.6961538
2,9/19/2016 6:20,6:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,36,Monday,63.82891892,0,0
1,9/19/2016 6:20,6:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,13,Monday,0,113.145,165.1091304
1,9/19/2016 6:20,6:20:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,57,Monday,0,113.145,165.1091304
1,9/19/2016 6:40,6:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,32,Monday,0,142.329,160.4910714
1,9/19/2016 6:40,6:40:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,72,Monday,0,142.329,160.4910714
2,9/19/2016 6:40,6:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,37,Monday,58.22444444,0,0
3,9/19/2016 6:40,6:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,71,Monday,148.3566,109.757551,295.59375
3,9/19/2016 6:40,6:40:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,65,Monday,148.3566,109.757551,295.59375
1,9/19/2016 7:00,7:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,39,Monday,0,134.2532432,228.3739024
1,9/19/2016 7:00,7:00:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,70,Monday,0,134.2532432,228.3739024
2,9/19/2016 7:00,7:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,84,Monday,74.0625,0,0
3,9/19/2016 7:00,7:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,127,Monday,145.397069,129.4536486,187.8166667
3,9/19/2016 7:00,7:00:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,67,Monday,145.397069,129.4536486,187.8166667
2,9/19/2016 7:20,7:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,80,Monday,77.35142132,0,0
3,9/19/2016 7:20,7:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,123,Monday,149.6547059,105.2976119,160.7727778
3,9/19/2016 7:20,7:20:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,71,Monday,149.6547059,105.2976119,160.7727778
1,9/19/2016 7:20,7:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,31,Monday,0,124.8608696,179.6082353
1,9/19/2016 7:20,7:20:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,83,Monday,0,124.8608696,179.6082353
2,9/19/2016 7:40,7:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,97,Monday,75.9906383,0,0
3,9/19/2016 7:40,7:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,153,Monday,156.8778846,139.1067797,179.1415385
3,9/19/2016 7:40,7:40:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,103,Monday,156.8778846,139.1067797,179.1415385
1,9/19/2016 7:40,7:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,43,Monday,0,119.6740741,166.5987879
1,9/19/2016 7:40,7:40:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,118,Monday,0,119.6740741,166.5987879
2,9/19/2016 8:00,8:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,129,Monday,89.01577519,0,0
3,9/19/2016 8:00,8:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,161,Monday,164.4423148,110.7514035,172.46125
3,9/19/2016 8:00,8:00:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,118,Monday,164.4423148,110.7514035,172.46125
1,9/19/2016 8:00,8:00:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,46,Monday,0,111.1759259,173.6055882
1,9/19/2016 8:00,8:00:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,123,Monday,0,111.1759259,173.6055882
2,9/19/2016 8:20,8:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,122,Monday,92.11968254,0,0
1,9/19/2016 8:20,8:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,56,Monday,0,113.7568889,175.6409375
1,9/19/2016 8:20,8:20:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,119,Monday,0,113.7568889,175.6409375
3,9/19/2016 8:20,8:20:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,167,Monday,155.3945968,124.3547143,192.2245455
3,9/19/2016 8:20,8:20:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,168,Monday,155.3945968,124.3547143,192.2245455
3,9/19/2016 8:40,8:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,138,Monday,170.10928,121.0971591,176.408
3,9/19/2016 8:40,8:40:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,161,Monday,170.10928,121.0971591,176.408
2,9/19/2016 8:40,8:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,98,Monday,80.83644351,0,0
1,9/19/2016 8:40,8:40:00 AM,0,1007.4,1012.3,12,6.2,26.8,56,0,41,Monday,0,109.7171429,162.6269767
1,9/19/2016 8:40,8:40:00 AM,1,1007.4,1012.3,12,6.2,26.8,56,0,116,Monday,0,109.7171429,162.6269767
3,9/19/2016 9:00,9:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,174,Monday,173.1381452,125.3998864,207.7405263
3,9/19/2016 9:00,9:00:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,145,Monday,173.1381452,125.3998864,207.7405263
2,9/19/2016 9:00,9:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,89,Monday,80.40463964,0,0
1,9/19/2016 9:00,9:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,50,Monday,0,118.8381081,173.281
1,9/19/2016 9:00,9:00:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,120,Monday,0,118.8381081,173.281
3,9/19/2016 9:20,9:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,144,Monday,171.6898305,126.3931579,195.8785714
3,9/19/2016 9:20,9:20:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,125,Monday,171.6898305,126.3931579,195.8785714
2,9/19/2016 9:20,9:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,78,Monday,73.39841584,0,0
1,9/19/2016 9:20,9:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,49,Monday,0,126.4426829,173.7076364
1,9/19/2016 9:20,9:20:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,151,Monday,0,126.4426829,173.7076364
1,9/19/2016 9:40,9:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,44,Monday,0,131.9896667,191.9376471
1,9/19/2016 9:40,9:40:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,131,Monday,0,131.9896667,191.9376471
2,9/19/2016 9:40,9:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,59,Monday,75.92098837,0,0
3,9/19/2016 9:40,9:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,148,Monday,143.9521359,112.7686905,156.0331579
3,9/19/2016 9:40,9:40:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,116,Monday,143.9521359,112.7686905,156.0331579
3,9/19/2016 10:00,10:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,104,Monday,155.1685,133.0618182,189.5608696
3,9/19/2016 10:00,10:00:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,117,Monday,155.1685,133.0618182,189.5608696
2,9/19/2016 10:00,10:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,71,Monday,77.233,0,0
1,9/19/2016 10:00,10:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,44,Monday,0,120.0767647,160.2795
1,9/19/2016 10:00,10:00:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,101,Monday,0,120.0767647,160.2795
3,9/19/2016 10:20,10:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,111,Monday,117.1857143,113.5754839,187.8241667
3,9/19/2016 10:20,10:20:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,87,Monday,117.1857143,113.5754839,187.8241667
2,9/19/2016 10:20,10:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,88,Monday,72.76492958,0,0
1,9/19/2016 10:20,10:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,44,Monday,0,130.5742857,184.8792857
1,9/19/2016 10:20,10:20:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,105,Monday,0,130.5742857,184.8792857
2,9/19/2016 10:40,10:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,65,Monday,70.80269461,0,0
3,9/19/2016 10:40,10:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,122,Monday,125.2113333,98.622,161.8066667
3,9/19/2016 10:40,10:40:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,85,Monday,125.2113333,98.622,161.8066667
1,9/19/2016 10:40,10:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,44,Monday,0,110.2128,160.2445161
1,9/19/2016 10:40,10:40:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,102,Monday,0,110.2128,160.2445161
2,9/19/2016 11:00,11:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,50,Monday,61.41674603,0,0
3,9/19/2016 11:00,11:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,111,Monday,121.2968919,96.48290323,174.5527273
3,9/19/2016 11:00,11:00:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,73,Monday,121.2968919,96.48290323,174.5527273
1,9/19/2016 11:00,11:00:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,39,Monday,0,117.0504762,168.0625714
1,9/19/2016 11:00,11:00:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,86,Monday,0,117.0504762,168.0625714
2,9/19/2016 11:20,11:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,61,Monday,64.10098485,0,0
1,9/19/2016 11:20,11:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,30,Monday,0,108.4959375,166.366
1,9/19/2016 11:20,11:20:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,76,Monday,0,108.4959375,166.366
3,9/19/2016 11:20,11:20:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,82,Monday,129.3032941,103.9045098,178.5229412
3,9/19/2016 11:20,11:20:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,72,Monday,129.3032941,103.9045098,178.5229412
3,9/19/2016 11:40,11:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,91,Monday,107.5561765,110.2675,219.2192857
3,9/19/2016 11:40,11:40:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,73,Monday,107.5561765,110.2675,219.2192857
1,9/19/2016 11:40,11:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,34,Monday,0,110.8620833,158.4505263
1,9/19/2016 11:40,11:40:00 AM,1,1008.3,1013.3,351,5.3,23.8,72,0.1,100,Monday,0,110.8620833,158.4505263
2,9/19/2016 11:40,11:40:00 AM,0,1008.3,1013.3,351,5.3,23.8,72,0.1,46,Monday,66.84047244,0,0
2,9/19/2016 12:00,12:00:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,87,Monday,77.23528926,0,0
1,9/19/2016 12:00,12:00:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,45,Monday,0,105.4405882,155.8408824
1,9/19/2016 12:00,12:00:00 PM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,99,Monday,0,105.4405882,155.8408824
3,9/19/2016 12:00,12:00:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,104,Monday,106.0961972,101.826,163.165
3,9/19/2016 12:00,12:00:00 PM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,94,Monday,106.0961972,101.826,163.165
2,9/19/2016 12:20,12:20:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,66,Monday,61.50567164,0,0
3,9/19/2016 12:20,12:20:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,91,Monday,119.1414925,112.8140741,207.198
3,9/19/2016 12:20,12:20:00 PM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,86,Monday,119.1414925,112.8140741,207.198
1,9/19/2016 12:20,12:20:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,44,Monday,0,106.4733333,168.093125
1,9/19/2016 12:20,12:20:00 PM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,70,Monday,0,106.4733333,168.093125
3,9/19/2016 12:40,12:40:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,122,Monday,132.1590244,106.1142857,145.8270588
3,9/19/2016 12:40,12:40:00 PM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,94,Monday,132.1590244,106.1142857,145.8270588
2,9/19/2016 12:40,12:40:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,69,Monday,58.793,0,0
1,9/19/2016 12:40,12:40:00 PM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,53,Monday,0,125.692963,159.9486667
1,9/19/2016 12:40,12:40:00 PM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,79,Monday,0,125.692963,159.9486667
3,9/19/2016 13:00,1:00:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,117,Monday,115.395082,110.5677586,194.8514286
3,9/19/2016 13:00,1:00:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,91,Monday,115.395082,110.5677586,194.8514286
1,9/19/2016 13:00,1:00:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,57,Monday,0,115.9123077,159.87
1,9/19/2016 13:00,1:00:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,100,Monday,0,115.9123077,159.87
2,9/19/2016 13:00,1:00:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,81,Monday,66.59144737,0,0
2,9/19/2016 13:20,1:20:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,95,Monday,69.75718919,0,0
3,9/19/2016 13:20,1:20:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,107,Monday,114.9905556,105.7863492,163.1214286
3,9/19/2016 13:20,1:20:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,110,Monday,114.9905556,105.7863492,163.1214286
1,9/19/2016 13:20,1:20:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,61,Monday,0,116.0971429,154.905
1,9/19/2016 13:20,1:20:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,108,Monday,0,116.0971429,154.905
1,9/19/2016 13:40,1:40:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,53,Monday,0,114.8734483,153.6384375
1,9/19/2016 13:40,1:40:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,106,Monday,0,114.8734483,153.6384375
3,9/19/2016 13:40,1:40:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,131,Monday,106.9140741,107.0563492,163.6503704
3,9/19/2016 13:40,1:40:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,100,Monday,106.9140741,107.0563492,163.6503704
2,9/19/2016 13:40,1:40:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,67,Monday,68.22440476,0,0
3,9/19/2016 14:00,2:00:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,100,Monday,105.2108451,105.632069,186.8994737
3,9/19/2016 14:00,2:00:00 AM,1,1010.4,1015.4,302,2.3,20.8,92,1.1,95,Monday,105.2108451,105.632069,186.8994737
2,9/19/2016 14:00,2:00:00 AM,0,1010.4,1015.4,302,2.3,20.8,92,1.1,66,Monday,56.00603053,0,0
